,Ps.0,Ent.1,Ps.2,Ecoli.3,Ent.4,Ent.5,St.6,Ecoli.7,Pm.8,KECS.9,Ecoli.10,Ent.11,Ecoli.12,Ecoli.13,Ent.14,MM,St.16,Ecoli.17,Pm.18,Ecoli.19,Ps.20,Ecoli.21,Ecoli.22,Ecoli.23,Ecoli.24,Ecoli.25,Pm.26,Ps.27,Ent.28,Pm.29,Pm.30,Ecoli.31,Ecoli.32,St.33,Ent.34,Ent.35,Ent.36,Ecoli.37,Ps.38,Ent.39,St.40,Pm.41,Ps.42,Ent.43,Ent.44,Ps.45,KECS.46,Ent.47,KECS.48,Ent.49,Ent.50,Ecoli.51,St.52,St.53,Pm.54,Ent.55,Ent.56,Ecoli.57,St.58,Ps.59,Ecoli.60,Ecoli.61,Pm.62,KECS,KECS,Ecoli.65,KECS
Ecoli,0.470679012346,0.722664735699,0.481481481481,0.694687289845,0.720254957507,0.735795454545,0.754742547425,0.665338645418,0.712988192552,0.582735961768,0.700481430536,0.701306413302,0.652960526316,0.568390986988,0.719639139486,0.708243418213,0.716643741403,0.704652730951,0.704471544715,0.570744171191,0.484812388326,1,0.696464989803,0.66575248543,0.646879756469,0.679809653297,0.718098415346,0.500477859191,0.722422494593,0.697986577181,0.705809128631,0.678983050847,0.639722134512,0.695973154362,0.703956343793,0.700842696629,0.699852507375,0.657361249585,0.483277078859,0.703677000721,0.700854700855,0.723508459484,0.508191455188,0.568476249229,0.727988546886,0.516971279373,0.601877081441,0.704184704185,0.521154384982,0.722642807983,0.724014336918,0.674943566591,0.698948948949,0.725331369661,0.708641975309,1,0.727615457116,0.705602716469,0.694518716578,0.494064805903,0.609159347553,0.577369439072,0.717915590009,0.683074848281,0.611417450535,0.575898030127,0.7125
Ecoli,0.479012345679,0.693700217234,0.493827160494,0.702084734364,0.693342776204,0.700284090909,0.70325203252,0.674634794157,0.69391462307,0.589307048984,0.714580467675,0.688836104513,0.651973684211,0.574420818788,0.671755725191,0.692274492879,0.68431911967,0.722521915037,0.70243902439,0.568189076972,0.481238832638,0.707039337474,1,0.66575248543,0.656621004566,0.692046227056,0.721434528774,0.505256451099,0.674116798846,0.694630872483,0.708298755187,0.689152542373,0.651720871487,0.690604026846,0.667803547067,0.709971910112,0.68215339233,0.66999002991,0.486345504756,0.675558759913,0.706552706553,0.70213713268,0.501445550916,0.570943861814,0.67501789549,0.528394255875,0.606721162579,0.677489177489,0.534043149342,0.67033723331,0.689605734767,0.685262818446,0.698198198198,0.69440353461,0.724279835391,0.707039337474,0.699340245052,0.699490662139,0.694518716578,0.503047802374,0.62139272271,0.582527401676,0.713178294574,0.688132164531,0.621796951022,0.590092699884,0.7
Ecoli,0.461111111111,0.689355539464,0.483064260842,0.646267652993,0.679178470255,0.618607954545,0.680216802168,0.655710491368,0.676203451408,0.570788530466,0.655089408528,0.646674584323,0.646710526316,0.574103459219,0.662734212353,0.662926197669,0.662310866575,0.672623061362,0.650406504065,0.572660491856,0.464860035736,0.670117322291,0.660095173351,1,0.651445966514,0.663834126445,0.666805671393,0.483274928321,0.617159336698,0.654362416107,0.655601659751,0.664745762712,0.640037890748,0.661744966443,0.678035470668,0.656601123596,0.646017699115,0.666334330342,0.475912856705,0.65032444124,0.658831908832,0.649154051647,0.489881143591,0.560764959901,0.67501789549,0.530678851175,0.61217075386,0.641414141414,0.538526197815,0.68960770819,0.632258064516,0.666236697839,0.650900900901,0.671575846834,0.675308641975,0.670117322291,0.673892554194,0.660101867572,0.655748663102,0.493743984601,0.621079046424,0.57253384913,0.691645133506,0.669588671612,0.613687966267,0.579084588644,0.661029411765
Ecoli,0.541358024691,0.728457639392,0.534979423868,0.716543375925,0.750708215297,0.741477272727,0.768292682927,0.726759628154,0.735694822888,0.638291517324,0.73280605227,0.740498812352,0.711842105263,0.66074262139,0.726578764747,0.744497194648,0.751031636864,0.74275118004,0.724796747967,0.633982753114,0.550327575938,0.733264320221,0.733174711081,0.733630442235,1,0.757987763426,0.721434528774,0.546989487098,0.756308579668,0.708053691275,0.748132780083,0.728474576271,0.713924850016,0.753020134228,0.738744884038,0.755617977528,0.759587020649,0.729145895646,0.536667689475,0.734679163663,0.742877492877,0.749777382012,0.566977192419,0.632942628007,0.753042233357,0.595626631854,0.694822888283,0.758297258297,0.593443541608,0.749483826566,0.759139784946,0.727184779104,0.791291291291,0.759941089838,0.732098765432,0.733264320221,0.75589066918,0.740577249576,0.765374331551,0.561116458133,0.705457967378,0.651515151515,0.737726098191,0.746122724208,0.699643204671,0.656141367323,0.733455882353
Ecoli,0.466666666667,0.661115133961,0.498892054448,0.685944855414,0.635269121813,0.653409090909,0.712737127371,0.677290836653,0.676203451408,0.586320191159,0.704607977992,0.66864608076,0.677631578947,0.591558235481,0.668285912561,0.655589123867,0.651306740028,0.695886716116,0.679674796748,0.569147237304,0.488385944014,0.690131124914,0.692046227056,0.669523483031,0.678843226788,1,0.651793160967,0.493469257725,0.658255227109,0.697986577181,0.688796680498,0.682711864407,0.639722134512,0.672483221477,0.648021828104,0.650983146067,0.664454277286,0.669657693586,0.498312365756,0.657534246575,0.655270655271,0.676758682102,0.488596209444,0.585749537323,0.647816750179,0.539817232376,0.612776264002,0.648629148629,0.532922387223,0.661390227116,0.650896057348,0.691712350855,0.630630630631,0.671575846834,0.672839506173,0.690131124914,0.678605089538,0.687945670628,0.663101604278,0.496952197626,0.62860727729,0.58413926499,0.671403962102,0.692515171949,0.609146934804,0.582271147161,0.676470588235
Pm,0.386419753086,0.638667632151,0.396327951884,0.564559515804,0.639518413598,0.647017045455,0.643631436314,0.550132802125,0.660762942779,0.477598566308,0.573590096286,0.636579572447,0.53125,0.458901935893,0.650242886884,0.66163141994,0.647180192572,0.581591368847,0.615853658537,0.445863941233,0.400238237046,0.594202898551,0.588035350102,0.548165923894,0.526636225266,0.531271244052,1,0.427524689392,0.66258111031,0.637583892617,0.609958506224,0.572203389831,0.544995263656,0.648993288591,0.663710777626,0.658707865169,0.646755162242,0.542040545032,0.399815894446,0.675558759913,0.671652421652,0.667408726625,0.42113716672,0.454657618754,0.664996420902,0.419386422977,0.492279745686,0.651515151515,0.435416082936,0.676531314522,0.670250896057,0.548532731377,0.659159159159,0.645802650957,0.597530864198,0.594202898551,0.654099905749,0.576570458404,0.643048128342,0.426371511068,0.497176913425,0.448098001289,0.658484065461,0.574173971679,0.505351929938,0.475955967555,0.597058823529
Ps,0.537654320988,0.561187545257,0.54415954416,0.532279757902,0.614730878187,0.593039772727,0.615176151762,0.520916334661,0.564486830154,0.532258064516,0.526822558459,0.571258907363,0.525328947368,0.515709298635,0.594031922276,0.560638757013,0.595598349381,0.537761294673,0.556504065041,0.503353561163,0.514294222752,0.54209799862,0.539089055065,0.520054850874,0.522678843227,0.526512576479,0.559633027523,1,0.599855803893,0.587248322148,0.545643153527,0.533220338983,0.531733501737,0.607382550336,0.605047748977,0.601825842697,0.608407079646,0.519441674975,0.545872967168,0.621485219899,0.615384615385,0.553428317008,0.549630581433,0.523442319556,0.573371510379,0.521866840731,0.523766273085,0.622655122655,0.525917623984,0.552649690296,0.615053763441,0.535633666559,0.608108108108,0.60677466863,0.521399176955,0.54209799862,0.607917059378,0.538200339559,0.610294117647,0.579082451075,0.515370138018,0.507092198582,0.530146425495,0.546864463924,0.526110930911,0.522595596756,0.527205882353
Ent,0.240432098765,0.511223750905,0.250712250712,0.331876260928,0.557365439093,0.581676136364,0.589430894309,0.32005312085,0.440962761126,0.27688172043,0.326341127923,0.474465558195,0.294078947368,0.261504284354,0.521165857044,0.411739318084,0.565337001376,0.329399865138,0.35081300813,0.252954327691,0.245086360929,0.345755693582,0.317811012916,0.293452176894,0.319330289193,0.31033310673,0.383236030025,0.265052564511,1,0.379194630872,0.372199170124,0.337627118644,0.31701926113,0.512080536913,0.546384720327,0.495786516854,0.629793510324,0.308075772682,0.243326173673,0.532804614275,0.561965811966,0.396260017809,0.274975907485,0.264342998149,0.494631352899,0.262075718016,0.285195277021,0.582251082251,0.24180442701,0.498279421886,0.609318996416,0.320219284102,0.557807807808,0.553019145803,0.333744855967,0.345755693582,0.590951932139,0.329711375212,0.525401069519,0.262111004171,0.284190715182,0.280786589297,0.382428940568,0.335805799056,0.299708076549,0.279837775203,0.35
Pm,0.0956790123457,0.147719044171,0.0968660968661,0.133826496301,0.162889518414,0.162642045455,0.158536585366,0.139442231076,0.156675749319,0.119772998805,0.137551581843,0.158551068884,0.134539473684,0.114249444621,0.153365718251,0.149762624083,0.1492434663,0.156102494943,0.147967479675,0.113062919195,0.0994639666468,0.143547273982,0.140720598232,0.133699005828,0.128462709285,0.141400407886,0.158465387823,0.111500477859,0.162941600577,1,0.143153526971,0.141355932203,0.130091569308,0.144966442953,0.158935879945,0.152387640449,0.147492625369,0.125290794284,0.097575943541,0.144917087239,0.147435897436,0.156723063224,0.108898168969,0.112893275756,0.177523264137,0.103133159269,0.121707538601,0.148629148629,0.110955449706,0.161046111493,0.156989247312,0.13028055466,0.148648648649,0.159057437408,0.152674897119,0.143547273982,0.159283694628,0.141595925297,0.150401069519,0.106833493744,0.130489335006,0.117666021921,0.158053402239,0.135536075523,0.124229646448,0.114136732329,0.151838235294
Pm,0.396296296296,0.65170166546,0.405508072175,0.578009414929,0.650849858357,0.658380681818,0.661246612466,0.557436918991,0.63987284287,0.474014336918,0.581843191197,0.639548693587,0.526315789474,0.478895588702,0.64746703678,0.629693569271,0.653370013755,0.578894133513,0.608536585366,0.435962951134,0.415128052412,0.586956521739,0.580217539089,0.541652382585,0.548858447489,0.564242012237,0.613010842369,0.418923223957,0.646719538572,0.578859060403,1,0.566440677966,0.542784970003,0.646979865772,0.660300136426,0.647471910112,0.662979351032,0.534064473247,0.409941699908,0.649603460707,0.636752136752,0.63000890472,0.43912624478,0.462060456508,0.674302075877,0.427219321149,0.501059642749,0.658008658009,0.440739702998,0.661390227116,0.67311827957,0.558851983231,0.658408408408,0.670839469809,0.606172839506,0.586956521739,0.649387370405,0.570118845501,0.651069518717,0.414501122875,0.495922208281,0.464539007092,0.611541774332,0.585637221848,0.506649367499,0.484646581692,0.572426470588
Ecoli,0.478086419753,0.68283852281,0.475783475783,0.709818426362,0.679886685552,0.677556818182,0.742547425474,0.699535192563,0.681198910082,0.594982078853,0.703576341128,0.696555819477,0.674671052632,0.576324976198,0.675225537821,0.698748381528,0.676753782669,0.709710047202,0.698780487805,0.562440114979,0.487194758785,0.691166321601,0.691026512576,0.67226602674,0.654185692542,0.68456832087,0.703919933278,0.501115004779,0.718096611391,0.69966442953,0.693360995851,1,0.68298073887,0.685234899329,0.669849931787,0.660814606742,0.682890855457,0.675639747424,0.482356551089,0.677000720981,0.670227920228,0.705253784506,0.50401541921,0.569093152375,0.680744452398,0.508812010444,0.607932182864,0.699134199134,0.539646959933,0.653819683414,0.685304659498,0.692357304095,0.655405405405,0.672312223859,0.655144032922,0.691166321601,0.689915174364,0.708658743633,0.689171122995,0.51267244145,0.641468005019,0.573823339781,0.698966408269,0.682400539447,0.61855335712,0.586906141367,0.702941176471
Ecoli,0.504320987654,0.719044170891,0.515986071542,0.707128446537,0.709631728045,0.706676136364,0.707317073171,0.721779548473,0.719346049046,0.61798088411,0.694979367263,0.701306413302,0.708552631579,0.636623294192,0.71547536433,0.697022011221,0.676066024759,0.708361429535,0.710162601626,0.626956244011,0.515187611674,0.699102829538,0.701563562203,0.694892012341,0.688280060883,0.68864717879,0.71976647206,0.5364765849,0.72386445566,0.691275167785,0.713278008299,0.733220338983,1,0.685234899329,0.722373806276,0.710674157303,0.727138643068,0.698238617481,0.521939245167,0.710165825523,0.693732193732,0.702582368655,0.542242210087,0.610117211598,0.718682891911,0.562663185379,0.652739933394,0.704184704185,0.578033062482,0.718513420509,0.716845878136,0.701064172847,0.693693693694,0.685567010309,0.683127572016,0.699102829538,0.711592836946,0.705263157895,0.689171122995,0.557587423805,0.686951066499,0.636686009026,0.701981050818,0.702292650034,0.680181641259,0.615874855156,0.704411764706
St,0.252469135802,0.556842867487,0.287432731877,0.340954942838,0.558073654391,0.583096590909,0.567750677507,0.335657370518,0.481834695731,0.287037037037,0.361072902338,0.508313539192,0.313157894737,0.277054903205,0.54267869535,0.432887354338,0.566712517194,0.349291975725,0.35,0.264452251677,0.262358546754,0.357832988268,0.349762066621,0.33801851217,0.341552511416,0.340584636302,0.403252710592,0.288308378464,0.55010814708,0.362416107383,0.4,0.346101694915,0.322387117146,1,0.524556616644,0.568117977528,0.555309734513,0.333998005982,0.266339367904,0.591925018025,0.591168091168,0.430988423865,0.299710889817,0.281616286243,0.53829634932,0.275783289817,0.317892824705,0.554834054834,0.275707481087,0.481073640743,0.564157706093,0.342470170913,0.57957957958,0.598674521355,0.3670781893,0.357832988268,0.580584354383,0.343972835314,0.607620320856,0.291947385306,0.30991217064,0.274016763378,0.402239448751,0.363115306811,0.320467077522,0.30764774044,0.372058823529
Ent,0.240432098765,0.520637219406,0.255144032922,0.332212508406,0.554532577904,0.5390625,0.544715447154,0.330013280212,0.459582198002,0.277180406213,0.349724896836,0.5,0.315131578947,0.294192319898,0.540596807772,0.421665947346,0.537138927098,0.360755225893,0.343089430894,0.264771638454,0.251935675998,0.356107660455,0.332766825289,0.340761055879,0.329680365297,0.322909585316,0.405754795663,0.282574068175,0.577505407354,0.390939597315,0.401659751037,0.332881355932,0.334385854121,0.51610738255,1,0.516853932584,0.575221238938,0.327683615819,0.25928198834,0.547945205479,0.531339031339,0.433659839715,0.289110183103,0.284700801974,0.569076592699,0.281005221932,0.306388132001,0.567821067821,0.256374334547,0.524432209222,0.55770609319,0.328603676233,0.56006006006,0.547128129602,0.339094650206,0.356107660455,0.533459000943,0.342614601019,0.542780748663,0.287135065768,0.297365119197,0.283043197937,0.387596899225,0.359743762643,0.311709373986,0.280417149479,0.3625
Ent,0.239814814815,0.564083997104,0.26242481798,0.32784129119,0.521246458924,0.559659090909,0.524390243902,0.331009296149,0.452770208901,0.277777777778,0.33734525447,0.486935866983,0.30625,0.277372262774,0.537820957668,0.425981873112,0.548830811554,0.334794335806,0.34918699187,0.262216544235,0.245086360929,0.344375431332,0.343643779742,0.320534796023,0.327549467275,0.315091774303,0.391159299416,0.273016884358,0.509012256669,0.364093959732,0.382572614108,0.318983050847,0.31954531102,0.542953020134,0.50204638472,1,0.536873156342,0.317713526088,0.248849340288,0.53785147801,0.554131054131,0.431878895815,0.272084805654,0.264342998149,0.499642090193,0.25815926893,0.291553133515,0.531024531025,0.249089380779,0.505849965588,0.541218637993,0.313769751693,0.558558558559,0.513991163476,0.349794238683,0.344375431332,0.513666352498,0.322920203735,0.546122994652,0.276227141482,0.294228356336,0.26499032882,0.399655469423,0.351989211059,0.300681154719,0.298377752028,0.345220588235
Ent,0.228086419753,0.507603186097,0.243748021526,0.321452589106,0.558781869688,0.556818181818,0.593495934959,0.310756972112,0.425522252498,0.271206690562,0.32462173315,0.469121140143,0.287171052632,0.272294509679,0.515614156836,0.410876132931,0.563273727648,0.326365475388,0.328048780488,0.24081763015,0.235556879095,0.327467218772,0.31441196465,0.300308536167,0.313546423135,0.30625424881,0.365721434529,0.262822554954,0.615717375631,0.335570469799,0.373029045643,0.313898305085,0.311335648879,0.505369127517,0.532060027285,0.511235955056,1,0.302758391492,0.241178275545,0.554434030281,0.536324786325,0.379786286732,0.265660134918,0.258173966687,0.503221188261,0.244778067885,0.283984256736,0.617604617605,0.244606332306,0.501720578114,0.583512544803,0.313124798452,0.592342342342,0.567010309278,0.344032921811,0.327467218772,0.576814326107,0.319524617997,0.526069518717,0.265319217196,0.271016311167,0.264667956157,0.369078380706,0.336817262306,0.287058060331,0.27201622248,0.351102941176
Ecoli,0.481172839506,0.658942795076,0.483380816714,0.67753866846,0.649433427762,0.670454545455,0.70325203252,0.669654714475,0.676657584015,0.58064516129,0.665749656121,0.66567695962,0.694736842105,0.592192954618,0.662040249827,0.646525679758,0.667125171939,0.672623061362,0.660162601626,0.590865538167,0.490172721858,0.68253968254,0.685248130523,0.687350017141,0.667884322679,0.684908225697,0.680150125104,0.49792927684,0.668348954578,0.63255033557,0.666804979253,0.689152542373,0.663403852226,0.674496644295,0.672578444748,0.671348314607,0.671828908555,1,0.502301319423,0.643114635905,0.658831908832,0.664737310775,0.505300353357,0.582048118445,0.664280601288,0.534268929504,0.631244323342,0.661616161616,0.548893247408,0.684101858224,0.664516129032,0.676555949694,0.659159159159,0.665684830633,0.668312757202,0.68253968254,0.683317624882,0.669269949066,0.655748663102,0.511709977543,0.649623588457,0.599290780142,0.654177433247,0.682400539447,0.640285436263,0.598493626883,0.692279411765
Ps,0.549074074074,0.56698044895,0.574548907882,0.550100874243,0.582861189802,0.590198863636,0.605691056911,0.53187250996,0.557674841054,0.554659498208,0.542984869326,0.556413301663,0.542434210526,0.535068232307,0.570437196391,0.533880017264,0.605914718019,0.53708698584,0.538617886179,0.551580964548,0.53901131626,0.54347826087,0.538749150238,0.531710661639,0.532420091324,0.552005438477,0.543369474562,0.566741000319,0.571737563086,0.53355704698,0.554356846473,0.532881355932,0.537101357752,0.58255033557,0.576398362892,0.56952247191,0.579646017699,0.544034562978,1,0.597692862293,0.575498575499,0.538290293856,0.577899132669,0.548118445404,0.565497494631,0.567232375979,0.543142597639,0.580808080808,0.555898010647,0.54232622161,0.56917562724,0.541760722348,0.587837837838,0.594256259205,0.532098765432,0.54347826087,0.601319509896,0.5480475382,0.572192513369,0.563041385948,0.537954830615,0.542553191489,0.532299741602,0.543830074174,0.542004541031,0.547219003476,0.533455882353
Ent,0.237037037037,0.510499637944,0.254510921178,0.318090114324,0.520538243626,0.551136363636,0.569105691057,0.315405046481,0.44459582198,0.271505376344,0.330123796424,0.472684085511,0.282894736842,0.267534116154,0.512144344205,0.418213206733,0.562585969739,0.327714093055,0.343902439024,0.240178856595,0.240023823705,0.336783988958,0.31849082257,0.309221803222,0.310197869102,0.309993201903,0.390742285238,0.274609748327,0.532804614275,0.337248322148,0.373858921162,0.318305084746,0.311019892643,0.551006711409,0.518417462483,0.523876404494,0.567109144543,0.296444001329,0.254372506904,1,0.564814814815,0.408726625111,0.266302601992,0.255089450956,0.510379384395,0.251631853786,0.290039358159,0.555555555556,0.240403474363,0.4879559532,0.545519713262,0.300548210255,0.557807807808,0.551546391753,0.338683127572,0.336783988958,0.559849198869,0.323599320883,0.536096256684,0.264998395893,0.283877038896,0.252417794971,0.37037037037,0.343897505057,0.292247810574,0.273174971031,0.332352941176
St,0.23549382716,0.50905141202,0.264007597341,0.319771351715,0.522662889518,0.568892045455,0.556910569106,0.315737051793,0.44187102634,0.28853046595,0.336313617607,0.476840855107,0.300986842105,0.263091082196,0.530881332408,0.422529132499,0.574965612105,0.328388401888,0.356097560976,0.254870648355,0.250446694461,0.339544513458,0.337185588035,0.317106616387,0.317503805175,0.312712440517,0.393244370309,0.275246893915,0.568853640952,0.347315436242,0.370954356846,0.318983050847,0.307546574045,0.557046979866,0.508867667121,0.546348314607,0.555309734513,0.307411100033,0.247928812519,0.571737563086,1,0.410952804987,0.269193703823,0.263109191857,0.50107372942,0.265992167102,0.289736603088,0.562770562771,0.249929952368,0.473503097041,0.571326164875,0.321186713963,0.555555555556,0.582474226804,0.347736625514,0.339544513458,0.543826578699,0.335483870968,0.538770053476,0.274302213667,0.281367628607,0.25918762089,0.366925064599,0.33951449764,0.299059357768,0.292004634994,0.348897058824
Pm,0.356172839506,0.661115133961,0.376701487813,0.535642232683,0.67492917847,0.639204545455,0.678861788618,0.523572377158,0.682561307902,0.440860215054,0.54401650619,0.646080760095,0.481907894737,0.442399238337,0.664816099931,0.661199827363,0.655433287483,0.533378287256,0.571544715447,0.410412008943,0.383561643836,0.560731538992,0.536029911625,0.499828591018,0.512633181126,0.516655336506,0.625104253545,0.395985982797,0.641672674838,0.590604026846,0.587136929461,0.536949152542,0.498263340701,0.64966442953,0.664392905866,0.681179775281,0.629056047198,0.49617813227,0.37097269101,0.661860129776,0.657407407407,1,0.384837777064,0.42843923504,0.662848962062,0.390339425587,0.461095973358,0.639971139971,0.39506864668,0.677907777013,0.677419354839,0.506610770719,0.648648648649,0.644329896907,0.534156378601,0.560731538992,0.639019792648,0.523599320883,0.650401069519,0.39493102342,0.459222082811,0.431656995487,0.633074935401,0.529669588672,0.469672397016,0.454808806489,0.548529411765
Ps,0.524382716049,0.606082548878,0.546375435264,0.544384667115,0.616855524079,0.580255681818,0.592140921409,0.534528552457,0.574931880109,0.527479091995,0.536107290234,0.594418052257,0.520723684211,0.52269120914,0.604441360167,0.5369011653,0.610729023384,0.553944706676,0.535772357724,0.525071862025,0.529184038118,0.545893719807,0.530591434398,0.522797394583,0.537290715373,0.516995241332,0.54670558799,0.545078050335,0.617159336698,0.568791946309,0.567219917012,0.53186440678,0.532996526681,0.626174496644,0.613915416098,0.594803370787,0.6098820059,0.522765038219,0.552009818963,0.597692862293,0.596866096866,0.53339269813,1,0.525909932141,0.622763063708,0.554830287206,0.531335149864,0.619769119769,0.535724292519,0.57604955265,0.632974910394,0.525636891325,0.623873873874,0.632547864507,0.544855967078,0.545893719807,0.634307257304,0.540237691002,0.600267379679,0.573949310234,0.537327478043,0.525789813024,0.535314384152,0.537761294673,0.541031462861,0.52056778679,0.544117647059
Ent,0.519444444444,0.595944967415,0.536878759101,0.626429051782,0.639518413598,0.592329545455,0.608401084011,0.622841965471,0.61353315168,0.6472520908,0.622764786795,0.622327790974,0.649342105263,0.629958743256,0.608605135323,0.63228312473,0.592159559835,0.64194200944,0.643495934959,0.628872564676,0.531864204884,0.635955831608,0.629163834126,0.623243057936,0.624657534247,0.645479265806,0.614678899083,0.54061803122,0.617880317231,0.614093959732,0.621576763485,0.625423728814,0.624565835175,0.612751677852,0.629604365621,0.601825842697,0.617256637168,0.627118644068,0.545259281988,0.596250901226,0.60754985755,0.618432769368,0.547703180212,1,0.589119541875,0.596605744125,0.644868301544,0.59595959596,0.583076492015,0.633172746043,0.605017921147,0.631086746211,0.593093093093,0.586892488954,0.618518518519,0.635955831608,0.595664467484,0.624448217317,0.598930481283,0.555983317292,0.637703889586,0.639264990329,0.619293712317,0.631827376939,0.649691858579,0.644553881808,0.622058823529
